,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
10192,4544,863,2500,3125,2680,1148,,,,1079,,,,,445,,,,
10198,4711,4479,2626,2645,,,,,,1525,,,,,,,,398,
10208,6387,1088,4490,245,810,2476,,,,888,,,,,,,,,
10219,6273,1974,4095,505,1881,206,,,,1309,,,,,141,,,,
10223,4291,5353,1873,3493,365,,,,,,771,,238,,,,,,
10228,2442,1774,7142,1558,418,2137,,,,913,,,,,,,,,
10231,4757,3055,3906,3311,,461,,,,,134,,,,,,,760,
10234,4312,7595,1219,1538,344,,582,,,,,,,,794,,,,
10235,5478,6551,1441,1282,,997,,,,,390,,119,,126,,,,
10256,2405,5465,1590,5254,113,377,,,,,839,,,,270,,71,,
10257,3366,4113,2679,4088,996,559,228,,,,,,,,,,,355,
10261,6724,6909,543,1905,,,218,,,,,,85,,,,,,
10263,6505,2937,2031,1334,,2593,,,,984,,,,,,,,,
10265,6448,4004,1299,3980,188,,,,,,,,,,,,72,393,
10271,5525,1998,2056,4478,282,991,644,,,,,,410,,,,,,
10272,3671,2945,2803,5558,565,,124,,,,,,,,,,,,718
10287,6368,5802,,3022,394,,798,,,,,,,,,,,,
10290,6473,4414,2916,1668,,,,,,,,,,,871,,,42,
10293,7919,752,3417,1131,1881,947,337,,,,,,,,,,,,
10296,5663,2954,3482,1939,252,1835,,,,,259,,,,,,,,
10299,5430,5421,1312,1932,543,1034,,,,,242,,,,262,,,208,
10315,8129,4734,2407,599,,,290,,,,,,,,183,,42,,
10317,6259,3884,2229,3623,,,,,,,,,,,,,,389,
10339,4787,6991,794,1758,808,861,,,,,,,79,,98,,208,,
10343,6388,4088,2271,1322,444,780,,,,,440,,,,,,,651,
10356,4464,8776,774,1746,,,,,,,,,,,,,,624,
10365,4438,8253,2149,533,,,1011,,,,,,,,,,,,
10368,4544,6382,191,3091,1674,397,,,,,,,,,,,,105,
10387,5857,6012,1690,1495,170,884,,,,,,,,,64,,,212,
10388,9261,2152,261,,3786,502,,,,353,,,,,69,,,,
10391,10808,2520,,2340,,,,,,,,,,,,,,716,
10400,5392,1148,1740,4564,,,,,,,1624,,,,,,1916,,
10404,6992,5023,617,2708,847,,,,,,,,,,,,125,72,
10405,3909,8369,,4106,,,,,,,,,,,,,,,
10406,6772,3719,1762,2355,427,639,113,,,,,,,,597,,,,
10410,2964,8413,975,2947,187,,898,,,,,,,,,,,,
10414,4982,6360,986,1911,1579,,,,,,566,,,,,,,,
10417,10239,923,1569,1517,452,1495,,,,,,,,,,,,189,
10421,11613,259,1251,,,1405,,,,1856,,,,,,,,,
10423,6019,4751,1840,2225,239,1089,,,,,,,,221,,,,,
10427,13548,1919,,294,,,168,,,,,,,,455,,,,
10429,8678,2683,2689,,160,,1082,,,967,,,125,,,,,,
10432,5816,3421,2927,331,1760,716,,,,421,,,,,992,,,,
10434,9495,3096,1558,2071,,,,,,,124,,,,,,,40,
10437,5043,5930,2618,486,,1916,391,,,,,,,,,,,,
10445,7996,2643,3139,,,1330,,,,1276,,,,,,,,,
10446,4895,5027,2913,1412,997,959,,,,,,,,,,,181,,
10452,5511,4115,2440,3060,477,,,,,,,,,,781,,,,
10464,7488,6206,45,1701,847,,,,,,,,,,,,,,97
10465,4339,3100,2401,5080,882,464,,,,,,,,,118,,,,
10467,4109,4754,2446,3153,1675,,,,,,,,,,215,,32,,
10483,3834,5642,3072,3107,293,,,,,,436,,,,,,,,
10484,8127,4395,1887,822,762,,,,,,,,,,391,,,,
10489,5637,5082,1718,1501,520,1119,,,,,,,,,807,,,,
10495,7800,4973,,3011,,,300,,,,,,,,300,,,,
10498,3817,5318,,5464,311,962,,,,,248,,,,264,,,,
10499,5275,8301,,2106,351,,,,,,,200,,,,,,151,
10504,4285,10101,1322,377,,,133,96,,,,,,,,,70,,
10505,7609,4329,1206,2822,,,,,,,,,,,202,,,216,
10516,7509,4843,591,3170,,,,,,,,,,,105,,,166,
10521,6085,3132,1664,3137,1667,154,,,,,,,,,448,,97,,
10522,12347,1741,864,961,40,,431,,,,,,,,,,,,
10523,5861,7520,366,2411,,,226,,,,,,,,,,,,
10534,4489,4015,3710,2910,915,,,,,,,,,,,,,345,
10539,4519,72,7320,1036,164,1200,,,,743,,,,,1330,,,,
10540,6959,8733,,111,,,581,,,,,,,,,,,,
20001,9665,6719,,,,,,,,,,,,,,,,,
20002,7010,1547,581,,,,220,,,,,463,2175,,1331,,,,3057
20003,11212,419,936,64,72,,,,,,,255,514,,,,,,2912
20006,8343,248,80,,,,29,3787,,,,1084,,,1029,,,,1784
20007,10486,729,133,,,,,,,,,686,,799,,,3434,,117
20013,7848,3683,,,974,,,,,,,430,47,,3231,,35,,136
20014,9962,159,131,,,,,,1240,,,,,167,344,,4103,,278
20015,5199,203,,258,858,,,3731,395,,,5261,151,,328,,,,
20016,8758,994,752,773,,,,471,,98,,985,2412,403,189,,326,,223
20037,12250,394,1339,,,,,,,,,365,237,,,,185,,1614
20040,7367,821,826,,,,386,385,1123,,,1473,1160,,,229,,,2614
20043,9672,2499,,,,,,,1161,,,,2396,,,,,,656
20049,5811,183,,,540,,805,,8098,,,65,101,,409,,120,,252
20051,6986,2320,,468,,,,936,110,,,1798,,,152,2458,557,,599
20056,7318,3325,,,322,,44,675,,,,623,,,4077,,,,
20057,7115,395,,,,,,857,,,,1273,5907,,,,187,,650
20059,8524,2267,,,1093,,,1257,,,,720,1789,,734,,,,
20075,12496,3888,,,,,,,,,,,,,,,,,
20082,12909,1032,,,,,,,403,,,,,,1878,,,,162
20088,13395,2698,,,,,,,,,,,,,291,,,,
20090,8107,401,,,294,,,59,2105,614,,2588,1965,,86,,165,,
20101,10589,133,322,,148,,,362,2504,,,1525,124,,445,,232,,
20102,12277,447,,186,,,,168,1461,,,741,,,1104,,,,
20106,12290,4094,,,,,,,,,,,,,,,,,
20108,7575,131,,,,,811,97,2997,,,532,1385,,,,2856,,
20110,11072,665,,,,,,995,,,,42,3610,,,,,,
20113,15070,1314,,,,,,,,,,,,,,,,,
20125,13230,25,,,,,,988,999,,,,,,343,,,,799
20132,6563,444,,,,,,357,6690,,,1355,398,,149,,428,,
20140,7843,315,,,229,,,174,5038,,,2458,23,,215,,89,,
20143,8917,1286,,,,,,910,1878,,,209,77,,1195,,1912,,
20144,8852,231,,,,,458,930,,,,218,,,1676,2712,,,1307
20150,4435,101,,,346,,1403,328,6325,,,893,537,,2016,,,,
20156,9062,177,603,56,,744,,940,,303,,2787,748,293,499,,,,172
20169,14103,877,,,,,,,76,,,,1055,,,,,,273
20171,12650,72,,,,,,,,,,3084,,,578,,,,
20178,10894,4108,,,39,,,,,,,412,,,931,,,,
20185,9772,1994,,320,,,,2109,,,,,249,,,,678,,1262
20187,9044,5461,,,,,370,,,,,,,,771,,,,738
20198,8865,1261,43,,,,,,,,,,,,,,5400,,815
20200,9669,613,,,,,,1656,1016,,,1896,186,,160,,1188,,
20204,11190,1412,309,,,,,268,,,,2674,,,,,,,531
20208,11433,238,,,179,,,,23,,,637,949,,360,,2565,,
20209,14568,,,,,,,,,,,1085,,,437,,,,294
20211,14616,600,,,104,,,,355,,,369,,112,,,,,228
20216,9269,1702,,,477,,1152,,,,,,,,2872,,,,912
20226,11474,849,,,,,,,301,,,1083,213,,1789,,399,,276
20228,8142,,,,,,,3123,1436,,,1512,1304,,,,,,867
20233,11818,396,,,,,,,3769,,,,68,280,,,53,,
20260,13486,,,,196,,,,,,,160,,1416,919,,,,207
20266,10272,,,,,,,,3669,,,,,,,,2443,,
20267,13737,1234,,,,,,,,299,,558,556,,,,,,
20269,10766,1991,276,,391,,,462,371,,,565,67,,1495,,,,
20275,12256,3489,78,,,,,,,,169,,,,392,,,,
20289,11709,,,,,,,,,,,,,,384,,4291,,
20294,11584,1371,277,,,,,324,1899,,,694,,120,,,,,115
20309,14052,1877,99,,,,,103,180,,,,,,,,73,,
20316,13187,1633,,,,,,,1403,,,,,,,,161,,
20317,11231,168,421,,,,,523,2663,,,,,,,,1378,,
20328,14852,,155,379,124,101,,333,,,,,,,170,,,,270
20333,10369,3313,,,,,141,,129,,,,29,,2403,,,,
20341,10927,904,957,,,,,,302,,,,389,223,,,2682,,
20357,9474,2209,1256,,,,,,,,,,,,3445,,,,
20360,14603,128,,,,,126,,282,,193,190,256,,453,,153,,
20363,13636,,,,,,,,,,,,,,,,2748,,
20365,11194,54,,,,,114,,3067,,,920,,,310,,725,,
20366,15006,,,,,,190,,41,,,,238,,359,,140,,410
20368,8554,803,176,559,346,,,301,2015,572,,1308,107,,1643,,,,
20370,11492,215,238,,,,,186,2445,,,1456,,88,108,,,,156
20372,7590,190,,452,,,,2549,3099,,,1870,,,,,634,,
20374,13791,328,484,246,178,,124,,640,,,408,,,185,,,,
20375,6342,5781,,,,,,,,,,,,,,,4261,,
20376,11642,3532,,,,,,,,,,,,,1210,,,,
20382,14248,61,,,,,,,1139,,,,,,936,,,,
20400,14702,137,,,,,,,,,,1545,,,,,,,
20404,6636,1118,,,,,,44,2855,,,2773,100,,1324,,1534,,
20420,10004,2002,,,161,,,480,2810,,,333,393,,,,201,,
20422,13348,985,,,,,,,,,,,415,,,,1636,,
20431,15575,721,,,,,,,88,,,,,,,,,,
20433,13041,1506,,,,,,,348,,,,239,,,,1250,,
20436,15646,738,,,,,,,,,,,,,,,,,
20444,4305,5553,1454,,,,563,871,,,,,,,3638,,,,
20450,10995,,,,,,,,4964,,,,,,367,,58,,
20460,11577,160,,,,,,,3685,,,486,,,476,,,,
20471,14943,598,,,,,,62,,,,,251,,238,,292,,
20480,14069,513,,,927,,,,,,,,,,875,,,,
20481,10618,180,510,,,,,1318,3046,,,712,,,,,,,
20485,10306,131,,110,,,,179,5575,,,83,,,,,,,
20490,13263,236,,,,,,,,,,,45,,,,2840,,
20491,7737,107,,,,,206,,8276,,,,,,58,,,,
20494,14708,1280,,,,,,,,,,,,,358,,,,38
20495,6763,1818,,,,,,579,562,,,873,3844,,1945,,,,
20501,10019,1052,,,,,3243,381,,,,,,,1689,,,,
20506,14853,,,,,,,,598,,,,,,,,933,,
20522,13803,74,,,,,,,370,,,,,,,,2137,,
20531,10377,,,,,,,,5860,,,,24,,123,,,,
20534,10418,249,,,82,,,,3490,,,,33,,63,,2049,,
20541,11981,988,812,312,871,,,,511,,,120,,,789,,,,
20542,9159,1498,,,,197,,,1061,,,322,,,980,,3167,,
20549,14878,176,,,,,,,297,,,,,,54,,979,,
20556,13682,150,,,,,,,2497,,,,,55,,,,,
20562,10074,744,1800,,,,,336,,,,1014,,,2416,,,,
20564,12382,392,,,,,130,284,2223,,,129,195,,649,,,,
20570,14592,252,,,,,,,,,,,,,226,,1314,,
20578,4115,2646,,,,,,1971,,,,3232,,,4420,,,,
20586,13379,2491,,,,,,,92,,,,,60,362,,,,
20597,12818,199,,,145,,,,2757,,,212,,,181,,72,,
20602,13940,2399,,,,,,,,,,,,,45,,,,
20603,6647,319,,574,,708,,4617,297,,,2972,,,,,,,250
20606,14103,1715,,,,,,,,,,,,,566,,,,
20610,9331,,2215,,,,,,692,,,2824,1322,,,,,,
20621,6695,130,,,,,,,9559,,,,,,,,,,
20627,13544,538,,,,,,,2302,,,,,,,,,,
20632,13769,583,,,,,,,,,,,,,2032,,,,
20650,12697,953,,1673,,,,557,,,,,,,65,,,,439
20651,12735,,,,,,,,3443,,,,92,,,,114,,
20652,14188,,,,,,,,1865,,,,,,,,331,,
20653,5923,10395,,,,,,,66,,,,,,,,,,
30015,10613,3531,,,,,,,2240,,,,,,,,,,
30021,12464,3662,,,258,,,,,,,,,,,,,,
30022,8704,4521,,782,290,,,,,,184,,1531,372,,,,,
30039,7210,2986,638,4395,,,,105,,,,,,,,,,689,361
30044,5526,7722,,1106,527,,,309,,,242,,587,365,,,,,
30056,8210,4295,329,2095,245,,,,,,63,,,91,,1056,,,
30062,7321,274,3438,924,1479,325,52,799,,,,,,,,1772,,,
30065,6704,456,6098,1328,842,,239,,,,,,202,136,379,,,,
30067,7814,1286,1361,4330,,590,,707,,,48,,109,139,,,,,
30073,8429,1962,2199,286,1002,,,288,,,,,,,,2218,,,
30078,3789,793,2275,2274,959,4781,527,,,,,,,,,986,,,
30081,8027,5398,607,1178,267,404,,,,,,,,,,,,503,
30092,9882,5568,,,473,404,,,,,,,,,,,,57,
30094,11095,4636,39,,,,,,,,430,,,,,,,,184
30095,9243,3419,,1140,846,870,157,,297,,182,,,,93,,,137,
30099,3070,716,2049,4740,462,1580,,2337,,,,,,,,1430,,,
30102,5075,2187,1602,6421,,195,,,,,,,,261,,,,,643
30120,7213,2251,1387,2391,1249,,,,,,588,,,,394,846,,65,
30121,4942,4883,1749,706,1684,670,,116,,,786,,,,,498,,350,
30122,5157,3109,935,3299,1054,,609,,,,,,,,,2221,,,
30123,7841,2370,1275,2717,259,114,,,,,532,,,,90,1186,,,
30133,7498,6631,,351,144,,,,,,418,,97,,,,,1245,
30134,9285,6616,,,,,,,,,,,,,,,,385,98
30141,6925,7681,,286,,,,,240,,,,,,627,,72,553,
30152,6369,3087,1698,2454,1537,,,,,,,,,,474,765,,,
30181,5586,7547,377,1563,983,,,,,,,,252,76,,,,,
30182,6991,3149,1018,3152,,868,,,,,,,,,,990,,216,
30183,5862,3149,543,4332,1665,,,,,,325,,,,73,147,,288,
30188,6831,8831,342,208,172,,,,,,,,,,,,,,
30193,6560,2235,2750,2660,,515,,650,,,,,86,,,928,,,
30197,6009,5657,773,406,2065,,,,,,1061,,,,232,,,181,
30199,13322,2806,,,,,,,,,,,,,,,,256,
30205,5732,8778,190,92,526,,,,,,160,,,,906,,,,
30207,8830,7114,,,440,,,,,,,,,,,,,,
30219,8631,2799,89,1776,,231,234,567,1723,,,,,,334,,,,
30227,3190,4291,2197,1719,1003,1292,,,,,1695,,,,,997,,,
30236,7295,6070,1123,753,183,,,,,,,,26,,214,,,720,
30238,4282,4480,1785,2736,1021,,,,,,,,,,,2080,,,
30241,11533,1428,782,471,79,713,,222,,,,172,,,,984,,,
30247,5980,3276,559,2534,633,1558,,177,,,893,,,,,,,774,
30251,9611,640,2554,1806,161,962,,,,,,,,,,,,,650
30252,6098,4148,3029,1007,467,,451,590,594,,,,,,,,,,
30253,5899,2561,3508,,,2321,,,,,,,,,,2095,,,
30263,7713,5744,1444,,1218,265,,,,,,,,,,,,,
30264,5245,3526,2857,2508,502,,,,,,,,,,,1746,,,
30265,3800,982,4928,2686,2304,870,,450,,,,,,,,364,,,
30274,7217,1701,2656,948,,2852,,,,,,,,,,1010,,,
30281,5211,10953,,,,,,,,,,,,,,,,220,
30284,6836,6923,,,840,,,,,,674,,,,386,,,725,
30286,4672,10536,,118,150,,,,,,908,,,,,,,,
30289,6231,685,2087,2768,1494,939,,,,,569,,,,982,629,,,
30294,8182,3408,1207,1536,145,677,,1229,,,,,,,,,,,
30299,8468,3615,419,2993,,,,581,,,,,,,,,,308,
30305,8972,6227,67,239,,,,,,,237,,,,181,,,461,
30307,4049,1304,4752,535,627,2905,,,,,,,,,,2212,,,
30309,7210,8285,,685,,,,,,,204,,,,,,,,
30311,8438,2895,,2419,,,,,,,577,,,,196,1512,,347,
30315,5176,6573,1187,752,1102,262,,,,,,,,,366,,,966,
30317,7415,354,1832,4668,,612,,1136,,,,,,,,367,,,
30337,10821,4600,,648,,,,,,,315,,,,,,,,
30339,11919,3458,613,,181,,,,,,,,,,,,,213,
30342,7807,6156,477,,196,,,,,,673,,,,1075,,,,
30347,3118,5452,409,97,4845,,,,,,,,,,,2463,,,
30353,8115,3113,879,2192,,,,1399,,,,,,,686,,,,
30357,10121,5579,,,541,,,,,,,,,,,,,143,
30359,5374,2635,4442,1916,,1491,,,,,,,,,,526,,,
30369,5892,3637,1731,1630,,1717,,,,,,,,,,1777,,,
30376,11323,4361,,,300,,,,,,332,,,,68,,,,
30390,12559,1462,209,1116,,,,,,,1038,,,,,,,,
30393,8261,3706,,3115,337,,,,,,507,,,,,,,458,
30395,5626,6056,1716,1587,887,,,,,,243,,,,,269,,,
30396,7974,7434,,,383,,,,,,215,,,,,,,378,
30401,6614,4556,1172,3049,,,,,,,173,,,,,,,820,
30407,7334,1946,1470,2896,,1813,,,,,,,,,277,648,,,
30415,11007,1007,344,1112,1449,429,,,,,829,,,,59,,,,148
30430,4291,11034,,121,,,,,,,721,,,,,,,217,
30434,9957,4722,,448,,,,,,,581,,,,166,395,,115,
30440,4374,9906,831,710,346,,,,,,217,,,,,,,,
30444,6708,2211,2492,1848,841,,,,,,,,,,718,1566,,,
30448,8801,5764,351,631,70,,,,,,767,,,,,,,,
30456,4816,3464,2687,1020,399,3484,,,,,,,,,,,,514,
30460,7850,7147,,170,475,,,,478,,,,,29,235,,,,
30463,6754,2635,1561,1076,1467,523,,,1620,,,,,,748,,,,
30467,12079,2195,,,,,,,2110,,,,,,,,,,
30468,8463,3182,1033,2028,54,,,,,,625,,,,,,,999,
30473,6191,1416,2176,2565,1119,2554,,363,,,,,,,,,,,
30476,8812,5208,,1730,,146,,,,,,,,,,,,488,
30480,7460,704,1631,2423,,,,3465,,,,,,,,701,,,
30481,8195,7271,,,92,,,,,,826,,,,,,,,
30482,6475,5255,1899,1095,472,675,,,,,,,,,,206,,307,
30493,13658,971,1204,,,,,551,,,,,,,,,,,
30502,2609,7872,,3314,,,,,,,2589,,,,,,,,
30508,5977,9141,258,,544,,155,,,,,,,,309,,,,
30509,12225,2678,,396,,,,,,,,,,,,784,,301,
30512,10547,2160,2282,563,311,,,,,,,,,,,521,,,
30518,10208,522,2069,1302,,1064,,,,,,,,,,1219,,,
30526,8263,6314,600,,418,,,,,,789,,,,,,,,
30541,11404,1466,844,1097,732,,,841,,,,,,,,,,,
30544,7317,7614,,205,,,,,,,948,,,,,,,300,
30550,7572,7128,,517,,,,,,,452,,,,,,,,715
30552,8782,2742,1109,3481,,270,,,,,,,,,,,,,
30568,9021,1904,297,3219,1483,227,,,,,,,,,,,,233,
30569,5135,4994,1612,3272,,,,,,,,,,,1123,248,,,
30570,4711,1662,7050,1161,,1212,,,,,,,,,,588,,,
30572,9991,6170,,,,,,,,,,,,,,,,223,
30575,2819,3967,2579,4552,218,346,,,,,,,,,,,1903,,
30582,6639,2655,2392,2368,807,785,,,,,,,,,517,221,,,
30584,5176,4448,2633,2629,,,,435,,,250,,,,,813,,,
30587,8472,6453,,598,,,,,,,861,,,,,,,,
30594,5928,9354,,442,,,,,,,660,,,,,,,,
30595,5807,1583,4866,571,1207,2350,,,,,,,,,,,,,
30605,13201,2477,,,,,,,,,,,,,,,,706,
30613,8334,220,3618,1394,946,,,1660,,,66,,,,146,,,,
30624,4481,1066,3018,238,,3170,1210,,,,,,,,2251,950,,,
30630,7681,5914,980,,455,,298,,,,,,,,1056,,,,
30637,8032,7337,,,,,,,,,667,,,,348,,,,
30645,5109,9939,,,,,,,,,1336,,,,,,,,
30647,9936,4349,1047,,130,,,479,,,,,,,,443,,,
30658,8124,8260,,,,,,,,,,,,,,,,,
30665,6552,9058,,412,140,,,,,,222,,,,,,,,
30678,9447,2383,,61,355,,,,3619,,,,,,519,,,,
30680,7433,7979,,,512,,,,,,,,,,214,,,,246
30684,9096,1080,2747,2076,,,,,,,,,,,769,616,,,
30704,5776,9419,,453,469,,,,,,,,,,,,,,267
30705,5866,4128,2500,2144,347,358,,,,,1041,,,,,,,,
30714,7398,5906,,817,840,,,,47,,,,,,1376,,,,
30715,15138,852,,394,,,,,,,,,,,,,,,
30717,12608,348,,,,,,,3428,,,,,,,,,,
30719,11611,3777,,,329,,,,,,580,,,,,,,87,
30720,15162,1222,,,,,,,,,,,,,,,,,
30729,7451,7994,,276,,,,,,,663,,,,,,,,
40003,2690,447,2459,9027,,,,,,1066,,,50,424,,221,,,
40009,4100,1202,1492,6697,,,,,,2565,,,,85,243,,,,
40010,5932,1363,1203,5177,,,,,,2211,,,,,,498,,,
40015,6163,997,729,4582,,,,,,2534,,,232,441,,,706,,
40016,7908,2068,700,832,500,,,1356,2058,,,603,,,104,,255,,
40018,8858,7447,,,,,,,,,,,79,,,,,,
40019,4364,545,956,6150,40,,,235,,911,214,,1521,207,492,587,,162,
40028,4736,152,3136,5546,,,,,,2413,,,190,,28,,183,,
40032,5840,1095,1050,6577,491,,,,,,,,531,449,,351,,,
40034,5863,202,734,8352,,,,,,435,,,103,331,,,364,,
40036,3446,,2483,7964,,113,,,,2049,,,268,,,61,,,
40038,9154,1588,1909,2254,102,78,,,620,,,,41,396,190,,52,,
40040,7447,410,599,5031,105,,,,,2619,,,65,,,108,,,
40051,5307,2970,2608,3269,,,,170,,1087,,,515,,,458,,,
40052,7082,101,2274,5616,226,,,,,429,,,402,155,,68,31,,
40053,5397,650,981,6661,,,,,,1875,,,755,,,,45,,20
40055,4751,63,1331,7028,65,,,,,831,,,98,88,,2129,,,
40061,5049,487,1153,7627,,,,313,,313,,,,251,393,798,,,
40064,7202,2114,1847,1511,40,,,73,2188,,,,51,,756,,602,,
40075,13086,3298,,,,,,,,,,,,,,,,,
40080,4100,1264,1545,5606,,,,,,2189,,,,45,,1635,,,
40082,6976,4286,473,2184,,381,,,,,580,,,,,,,1504,
40083,3772,910,1699,8154,509,383,,,,585,90,282,,,,,,,
40086,9424,133,1674,848,202,65,112,,2329,,,219,,,103,162,1113,,
40088,11678,395,675,2852,,179,,,,200,,,69,336,,,,,
40089,4181,224,2326,7812,84,,,,,800,,,50,753,,154,,,
40096,4691,258,2032,6988,,,,271,,1131,,80,,,86,847,,,
40103,9135,1065,1105,3871,,80,,,,377,,,150,371,230,,,,
40104,6789,516,229,7029,,,21,,,102,,,,111,110,1407,70,,
40105,2249,1487,3947,6653,306,488,,,,,,,36,49,1169,,,,
40108,4852,28,3180,7219,,,,,921,,,,,184,,,,,
40109,8515,4901,537,444,41,,,,1326,,,48,,79,,295,,198,
40110,3366,,3940,6713,288,651,,,,1426,,,,,,,,,
40111,10210,221,563,4453,,,222,,,528,,,,85,102,,,,
40118,3194,3426,1919,2774,54,791,2480,632,,,,,,,1114,,,,
40128,13959,2425,,,,,,,,,,,,,,,,,
40148,6850,3459,1117,1553,,856,2177,,,,,,,,309,,63,,
40156,4038,,750,9012,,84,,,,422,,,,,1454,624,,,
40158,3554,3925,3680,523,1246,,790,1661,,,,,,,,,1005,,
40159,7821,46,2859,2654,,607,,,1616,375,,,,,223,183,,,
40168,4141,1214,1037,7265,170,,,,,837,780,,,,119,821,,,
40169,7780,130,943,6489,,,,,,,,,347,142,,553,,,
40176,4967,867,3196,5884,86,487,,,37,314,,546,,,,,,,
40183,4314,3339,5051,1698,407,203,1170,202,,,,,,,,,,,
40187,6669,1037,1804,3897,,91,,,,2442,,289,,,,,155,,
40191,6699,352,2392,4900,,,58,,1030,529,,,115,,62,,247,,
40192,10906,1794,1610,1272,65,202,,,,535,,,,,,,,,
40196,11347,2108,,1082,,,432,,,,1415,,,,,,,,
40202,10162,300,506,1730,,,,818,2045,,,,142,,231,,450,,
40213,3314,9497,131,920,1057,,,,,,1465,,,,,,,,
40216,3070,5228,3310,1962,1188,,428,,,,1153,,,,45,,,,
40218,8929,542,579,3498,,,56,,,,,,201,,,2579,,,
40221,10548,2490,438,837,561,,,,655,,,53,,,175,427,200,,
40224,5509,,2372,6047,,,,,,2360,,,96,,,,,,
40225,7875,6945,665,290,,,,,,,411,,61,,137,,,,
40227,6343,968,5629,247,1306,,,,,,883,,,,852,,,,156
40228,7048,1994,724,4701,346,303,,,,425,134,,573,,136,,,,
40232,7259,3094,1291,1876,,799,,,1523,259,,,,,142,,141,,
40233,9967,5737,,185,150,,,,,,34,27,,22,262,,,,
40239,9964,6420,,,,,,,,,,,,,,,,,
40241,5749,10635,,,,,,,,,,,,,,,,,
40246,9926,6458,,,,,,,,,,,,,,,,,
40251,6264,620,2556,3900,347,,,,,1487,,,,,,1007,138,,65
40257,8037,4011,945,1708,254,775,,,,,,,,,123,,,494,37
40263,14100,2284,,,,,,,,,,,,,,,,,
40265,14994,1390,,,,,,,,,,,,,,,,,
40280,11811,,1111,461,,,,,2810,,,,,,,,,191,
40288,9245,189,1059,4578,360,,,,,580,,,162,,184,,27,,
40294,7993,6020,1586,186,,,,,,,,,,,180,,,,419
40301,11097,22,,,,,,,5265,,,,,,,,,,
40306,4340,280,90,908,2968,2571,,5227,,,,,,,,,,,
40317,4804,8467,424,125,2001,,,,,,476,,,,,,,,87
40332,12047,3337,,,,,,,,,878,,,,,,,,122
40343,7463,6454,104,1005,928,,154,,,,276,,,,,,,,
40346,5756,404,,6037,,,3765,,,,,,,,,,,,422
40355,12472,247,297,1670,,109,,,,469,,,757,363,,,,,
40361,9468,1465,831,,,,3365,,,,,,,,1255,,,,
