,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
10411,7046,5212,763,2092,1097,,,,,,,,,,,,,174,
10415,12097,1276,260,734,516,,567,,,,,,549,,385,,,,
10418,4102,9697,,2585,,,,,,,,,,,,,,,
10419,4570,5889,2638,2019,,,,,,,,669,,,599,,,,
10420,10481,3206,122,1928,319,,,,,,,,,,137,,,,191
10424,4282,6663,575,2916,,275,,,,,,503,,,,,,1170,
10433,5401,2981,1078,5275,1152,,,,,,,,,,,,,497,
10440,5128,4733,2727,2888,188,,288,,,,,253,,,179,,,,
10458,5977,5414,1065,1060,850,535,,,,,335,,,,1148,,,,
10463,6131,8444,,1312,115,,104,,,,278,,,,,,,,
10466,5562,2383,2602,3899,1765,,,,,,,,,,,,,173,
10469,5752,2570,1165,2760,1468,570,,,53,,,,,,191,,1855,,
10470,2982,4763,725,6559,486,,444,,,,,,,,425,,,,
10478,4491,5761,148,3900,669,562,,,,,853,,,,,,,,
10479,5472,2194,2300,3686,633,1440,,,,,,,,,659,,,,
10482,3345,6845,1583,2858,,1693,,,,,,,,,,,,60,
10492,7658,4751,2501,815,360,,,,,,,,,,,,85,214,
10494,6318,8086,612,1052,,,316,,,,,,,,,,,,
10496,3274,5073,3827,2042,601,1124,,,,,335,,,,108,,,,
10500,7493,1594,2032,2642,1110,1349,,,,,164,,,,,,,,
10507,4439,7648,572,2183,,,,,,,1542,,,,,,,,
10512,4907,8045,905,1907,298,,,,,,,,,,,,,,322
10518,5370,3259,2321,3080,921,1433,,,,,,,,,,,,,
10524,9961,4085,1125,377,,,,,,,,,,,628,,,208,
10525,2974,802,6645,2019,,3944,,,,,,,,,,,,,
10533,10993,1657,247,1398,,635,128,,,,,,,,1326,,,,
10537,7062,2894,438,4898,768,,,,,,324,,,,,,,,
10538,9771,1931,3047,916,310,,194,,,,,,,,215,,,,
20008,6552,137,374,714,,,,384,,,,,3613,1273,,,2137,,1200
20010,4691,92,793,61,517,227,,3524,603,,,4806,,,1070,,,,
20025,4972,,,,,,,11412,,,,,,,,,,,
20030,10352,904,,,,,,,1498,,,1320,349,,,,1961,,
20032,5666,1007,,,,1233,,1182,4653,,,1904,423,,,,,,316
20035,7586,360,,,,,,211,,,,,4112,,2143,,1972,,
20036,10210,,,,,,,,,,,,2119,,,,4055,,
20041,4285,1438,,,1137,,,2802,3416,,,3227,,,79,,,,
20044,4511,1497,,2269,574,,591,3439,654,,,1781,,,201,,,,867
20046,10650,5734,,,,,,,,,,,,,,,,,
20050,13774,141,,,161,,,,577,,,,728,,235,,,,768
20065,7676,2897,381,691,893,659,666,1146,203,,,,,,1172,,,,
20072,9563,3646,,,,,,,2266,,,,172,,596,,,,141
20074,6231,3995,,,,,,,2079,,,604,,,1872,,1283,,320
20083,6614,4364,,,140,,,,,,,534,2969,115,1127,,521,,
20086,12252,756,323,,70,,,696,78,,,1462,227,365,155,,,,
20092,11597,367,,,,,,,,,,,2594,,,,1826,,
20093,7095,744,,,,,,681,,,,546,635,66,485,,6132,,
20095,12875,2500,,,,,,,324,,,,,,685,,,,
20096,6006,314,,,,,,3086,,,,4284,608,,1016,,1070,,
20105,10946,3690,,51,,,,538,74,,,936,,61,,,,,88
20107,11225,93,82,,328,,,,31,,,4297,,,328,,,,
20119,11626,1736,,,,598,,,1247,,,182,,,384,,123,,488
20120,10031,122,,,,,,,,,,92,317,,120,,5702,,
20126,11433,370,,,,,,,3234,,,24,,,,,,,1323
20129,13004,1416,,,,,,,,,683,,90,,1191,,,,
20134,12565,944,,607,61,,,,1192,,105,114,131,376,75,,,,214
20138,7993,,,1887,557,,,,,,,,666,,,91,5190,,
20152,15224,134,,,,,113,,227,,,,,,,,,,686
20157,11124,435,,,,,,,,,,46,,,,,4412,,367
20158,10735,2088,410,,,,,,890,,,,,,909,,1352,,
20161,6048,959,,2217,,,,2756,289,,,3820,,,295,,,,
20162,8468,473,1185,517,49,,,269,1147,,,1660,614,,2002,,,,
20170,3875,2794,,,1446,,,1047,1429,,,,39,,103,,5651,,
20175,10296,1455,244,,,269,,404,1055,,,1918,707,,,,36,,
20177,8699,7493,,,,,,,,,76,,,,,,,,116
20179,11602,116,,,,,269,,3364,,,,,,1033,,,,
20186,13760,633,,,,,,,596,,,,,,369,,768,258,
20196,10744,1268,,,,,92,,2850,,,468,35,,795,,132,,
20197,9173,1239,,,64,,2284,,2574,,,,327,,723,,,,
20230,12197,,,,,,,642,,,,958,1034,,1553,,,,
20234,11561,1334,,,,,959,,789,,,622,,,436,,470,,213
20236,11728,467,,,,,,,1856,,,,159,,,,2174,,
20237,12426,,,,,,,1041,,,,2701,216,,,,,,
20239,10169,526,,,1123,,,1054,,,,,1276,,,,2236,,
20246,13238,742,,,,,,,1696,,,,334,35,191,,148,,
20250,14036,2130,,,97,,,,,,,,,,121,,,,
20261,11021,753,,162,278,,,324,,,,3187,,,659,,,,
20264,6625,38,,,,,,,8444,,,1277,,,,,,,
20268,10259,57,,,,,,,,,,,963,,,,5105,,
20273,12163,91,,,,,,687,,,,699,2414,,141,,,,189
20279,5046,5971,,,,,,3377,,,,,,,1990,,,,
20293,9480,3453,,,981,,,,,,,271,840,,1359,,,,
20296,6661,2733,1697,,1210,,,,2369,,,,,,1714,,,,
20306,12575,922,649,,,,468,,800,,,480,118,,305,,67,,
20308,7558,2495,,,,,,311,2622,,,1203,1342,,690,,163,,
20323,11319,2335,,423,,,,1223,,454,,397,,,233,,,,
20324,10600,787,,,,,127,,3723,,,196,951,,,,,,
20327,10671,3478,,,,,,,,,178,,,,2057,,,,
20329,12574,2608,,,127,,243,,,,,,,,832,,,,
20335,11278,716,261,,,,57,,2522,,,,,,,,1550,,
20337,11571,2347,,,,,,,,,,,175,,1906,,385,,
20339,11045,673,,,,,,492,1450,,,2406,234,,84,,,,
20352,13598,86,,,,,,,40,,,,,,,,2498,,162
20355,10621,698,,304,,,,1617,40,230,,2031,352,,141,,,,350
20377,11507,248,,,,,,,,,,113,,,996,,3520,,
20379,13229,1052,327,,,,,,,,,,1121,,,,655,,
20381,13815,409,,,183,,,499,315,,,643,,,,520,,,
20387,10309,654,,47,154,,,487,4122,,,332,,,185,,,,94
20391,12081,989,505,,989,,242,,,,,608,,,672,,,,298
20393,6392,,75,,,,,963,2360,,,1572,,,,,5022,,
20396,12162,,,,,,,,,,,,4070,,152,,,,
20410,14174,1731,,,479,,,,,,,,,,,,,,
20429,10251,6133,,,,,,,,,,,,,,,,,
20438,11000,,,,149,,,,4352,,265,58,,,432,,128,,
20442,8293,133,,,,,,,7923,,,,,,,,35,,
20447,12702,260,,,,,,2694,,,,728,,,,,,,
20453,7667,839,27,,115,,,161,7052,,,147,91,,285,,,,
20455,9792,316,,,,,,,6130,,,,,,,,146,,
20456,10312,587,,,47,,,,5370,,,,26,,,,42,,
20461,11098,1922,808,,,,,,,,,985,,,970,,601,,
20470,5952,4854,,,,,,,1663,,,426,222,,755,,2100,412,
20472,15509,291,,,60,,,,,,,,,,466,,58,,
20476,13002,28,,,,,,,2021,,,,268,,147,,918,,
20477,8788,4787,,,,,,,,,,,34,,1100,,1675,,
20488,9153,132,,,,,,,4065,,,,,,,,3034,,
20504,9088,2272,,,290,,,,3658,,158,,36,212,347,,323,,
20505,9175,52,,,,,838,,,,,1543,,,,,4776,,
20510,10354,2428,131,,1591,,,,414,,,,175,,1291,,,,
20518,13658,1583,,,,,,,,,,,,,762,,,381,
20526,15067,,,,,,,,454,,,,,,99,,764,,
20540,11405,221,,,,,,1222,,,,930,,,2606,,,,
20544,13707,,123,,,,,,,,,,,,,,2554,,
20546,13580,111,,,,,,2101,,,,592,,,,,,,
20548,11885,1128,,,,,,,3123,,,,,,188,,,,60
20551,11110,,,,,,,,,,,5274,,,,,,,
20559,3495,7454,,,,,,,1030,,,970,2841,,322,,272,,
20569,14771,,,,,,,,657,,,,,,,,956,,
20592,9594,1938,2153,,,,,,,,,,,,2699,,,,
20594,7121,3905,,,,,,,,,956,1398,,,,,3004,,
20608,13694,2164,,,,,,,,,,,,,484,,,,42
20635,14422,,,,,,,,,,,,,,1962,,,,
20639,11081,657,,,1586,,,,,,,2867,193,,,,,,
20641,8481,379,,,,,,,,,,289,,,,,7235,,
20642,9158,7226,,,,,,,,,,,,,,,,,
20643,11099,414,,,,,,,2690,,,,,,2181,,,,
20645,14139,355,,,,,,,,,,,249,,716,,925,,
20648,12094,187,,,,,,,3760,,,,,,343,,,,
30005,7751,2329,440,2465,1282,,,,,,,,387,469,,1261,,,
30006,4399,6583,604,,1607,,159,,,,187,,,,1933,,,912,
30008,6634,1605,1728,1620,1177,1844,215,530,,,,,,,,383,,,648
30009,4873,534,5837,627,221,1247,237,1843,,,,,,,327,,,199,439
30011,7331,4157,299,3189,598,,,295,,,,,,,,,,515,
30016,4356,1449,2808,660,3499,2737,,,,,316,,,,413,146,,,
30023,6265,4826,369,1855,,208,,,,,257,,,,,2604,,,
30026,8514,889,336,3145,,,1293,,,,,,,,994,655,,,558
30032,4239,8997,,1100,281,,121,,,,1468,,,,87,,,,91
30034,12282,2184,,150,,,,,,,,,1055,223,,490,,,
30035,6560,1317,570,967,800,291,,1142,,,,,,,,,,,4737
30049,4465,7520,638,1125,564,,,,,,,,,,1674,141,,,257
30050,7885,3090,,1917,778,,,,,,,,,,81,989,,1644,
30051,5957,3970,1032,3240,,,,,,,1287,,,,,,,898,
30053,9034,2411,3070,1022,,187,91,176,,,,,,,,148,,245,
30054,7259,7492,474,,,,,,,,,,,,452,,,707,
30057,12338,3299,113,74,117,,,,,,,,69,,,,,161,213
30063,8225,3904,3088,485,43,,,,,,,,,,,639,,,
30068,7664,3544,829,1990,539,,,,,,651,,,,549,191,,,427
30070,11328,3502,,,,,,199,,,,,,,1193,162,,,
30074,12579,3175,,,630,,,,,,,,,,,,,,
30077,9719,2660,173,1791,185,,,90,,,209,,1196,361,,,,,
30090,11301,396,816,353,1480,829,,,,,,,,,,1209,,,
30091,2903,2310,2028,3281,1991,477,,,,,,,,,114,3280,,,
30096,6536,4006,1300,1915,1078,238,,,,,,,,,,362,,949,
30100,5682,5035,920,2723,458,255,432,,,,109,,,,,770,,,
30105,9173,3353,822,492,70,,,,,,,,,,,2111,,363,
30107,5201,8843,,359,,,,,,,489,,,,,,,1492,
30116,7471,6903,239,248,161,387,,,,,,,,,,,,975,
30128,7519,5080,385,988,619,,,,,,,,,,,,,1793,
30129,4927,930,4968,2968,999,,,,,,,,,,653,939,,,
30130,8284,3403,1481,411,1010,,40,,1395,,166,,,,150,,,,44
30131,5824,4379,2251,207,1573,844,,,,,396,,,,156,754,,,
30136,2889,778,5036,3940,1074,,213,,,,,,,,477,1977,,,
30137,7185,3513,228,373,1661,,,,,,2192,,,,,,,,1232
30143,6767,5285,465,1409,486,,,,,,1787,,,,,,,,185
30147,6032,5621,1018,497,562,878,,243,737,,,,,,208,,,,588
30159,6310,8363,100,,531,,,,,,599,,,,298,,,183,
30168,4759,2681,3858,3762,,476,,155,,,,,220,,473,,,,
30172,5187,7599,364,1116,348,554,,,,,162,,,,,,,1054,
30178,2372,,2541,2113,,6698,,,,,,,,,,2660,,,
30204,2606,1321,3146,1737,1989,462,,,,,,,,,220,4903,,,
30214,11340,2506,,1212,,,,,682,,,,,,361,,,,283
30220,7025,3811,1394,3551,,,,,,,,,,,603,,,,
30225,8432,7952,,,,,,,,,,,,,,,,,
30228,9824,6560,,,,,,,,,,,,,,,,,
30229,8314,7591,,479,,,,,,,,,,,,,,,
30233,9181,5148,130,995,251,,,,,,,,,,,,,679,
30234,7345,5198,476,1528,1126,,,,,,353,,,,,358,,,
30235,6920,6266,659,1571,,,,,,,894,,,,74,,,,
30237,12331,4053,,,,,,,,,,,,,,,,,
30242,8616,7768,,,,,,,,,,,,,,,,,
30250,8782,532,742,4497,,,454,,,,,,,,,1377,,,
30256,6901,1284,1175,3918,1237,1105,,,,,,,,,,764,,,
30261,7605,6969,,,,,,,,,1103,,,,,,,421,286
30266,9839,1844,,,303,,,,3914,,,,,,309,,,,175
30280,5046,1805,2393,4847,397,876,,,,,,,,,,709,,311,
30283,3049,2503,4347,4525,1153,,,,,,,,,,,807,,,
30293,10225,1076,,,,,,,5083,,,,,,,,,,
30301,8333,5966,,,,,,,,,1782,,,,,,,,303
30302,9903,525,731,3712,,376,72,150,,,49,,,,63,803,,,
30303,12641,1808,264,718,,,,,,,69,,315,446,123,,,,
30304,4161,5421,1976,2029,1338,575,,,,,526,,,,,,,358,
30312,7217,7014,,616,,,,,,,1333,,,,31,,,173,
30324,4506,5103,2815,1597,1446,,,,,,255,,,,,368,,294,
30340,9596,1876,582,436,,2135,,412,,,,,,,280,1067,,,
30341,8994,4059,1554,474,,834,,,,,,,,,,,,342,127
30346,6890,8344,,467,466,,,,,,89,,,,128,,,,
30365,13788,969,,,,,,,1475,,,,,28,124,,,,
30374,12349,2879,,173,,,,,,,983,,,,,,,,
30375,4980,8050,290,1477,250,,,,,,1178,,,,159,,,,
30383,10107,2396,704,1444,340,,,,,,,,,,,1393,,,
30384,7555,3410,1111,2448,215,,698,,,,696,,,,251,,,,
30398,7954,2189,2097,3860,,,,,,,,,,,,284,,,
30400,4786,10287,,1100,,,,,,,211,,,,,,,,
30403,7096,7394,70,,359,,,,112,,,,,22,248,1083,,,
30404,11821,4207,,,,,,,,,,,,,,,,,356
30408,11464,3934,671,,,,,,,,,,,,,,,,315
30412,4645,1955,2377,4816,,1018,,448,,,557,,,,568,,,,
30413,15259,709,,,,,,,,,,,,,,,,,416
30417,7294,1048,2769,2575,150,,,804,,,,,,,,1744,,,
30420,6349,7217,1536,,711,,,,,,,,,,571,,,,
30422,7003,1590,2469,1933,1100,,,,,,,,,,261,2028,,,
30425,5018,1412,3492,2070,611,,,150,,,,,,,,3631,,,
30431,4311,11263,61,679,,,,,,,70,,,,,,,,
30432,8557,6269,,385,,,,,,,1147,,,,26,,,,
30438,8850,1182,433,1265,2142,633,,,,,,,,,,1879,,,
30441,7093,1970,2750,1126,888,,,,,,,,,,416,2141,,,
30449,8921,4834,277,1819,,300,,,,,233,,,,,,,,
30453,5798,8535,,,,269,,,,,,,,51,,1731,,,
30464,6194,451,3531,2514,1161,382,,,,,,,,,,2151,,,
30466,2946,10831,,383,1781,,,,,,147,,,,,,,296,
30484,8176,5039,,,440,,,,,,1565,,,,1164,,,,
30487,12458,1345,909,915,108,273,,,,,,22,205,,,,,,149
30488,9799,1652,152,1566,599,,,,2135,,,,,,481,,,,
30490,3618,5778,2130,2924,,465,,,,,868,,,,,,,601,
30492,2629,126,5595,6585,,101,,,,,,,,,,1348,,,
30503,10220,2351,,1134,846,,,,,,,,,,,1833,,,
30510,8656,1604,3416,677,,,,,,,,,,,,2031,,,
30511,5425,3511,2863,3170,832,,,,,,,,,,,583,,,
30514,3074,5298,2262,3153,1507,,,264,,,74,,,,752,,,,
30517,8963,752,,,,,,,6669,,,,,,,,,,
30520,4868,9192,,802,102,,,,900,,520,,,,,,,,
30521,6113,541,1546,3772,66,211,,,,,,,,,1275,2860,,,
30522,7187,5780,398,435,,,648,,,,1936,,,,,,,,
30524,6108,4419,1576,2158,378,,,,,,,,,,594,1151,,,
30538,6107,5302,678,2570,957,569,,,,,,,,,,,,201,
30540,5632,5174,1132,2149,629,997,,,,,671,,,,,,,,
30543,13371,1439,,,,,,,1275,,144,,,,26,,,129,
30547,12326,1273,,288,,543,,812,,,,,,,,1142,,,
30553,10915,5198,,36,,,,,,,,,,,,,,235,
30554,4850,4678,1989,2517,382,675,,,,,,,,,,1293,,,
30560,6469,9638,,,,,,,,,,,,,,,,277,
30564,6862,3843,2743,1868,281,,,132,,,363,,,,292,,,,
30577,6629,9233,,,,,,,,,,,,,,,,522,
30583,5602,3208,2358,1320,,2288,,,,,,,,,,1608,,,
30593,9857,6223,,,,,,,,,,,,,,,,304,
30600,14211,1947,,,,,,,,,,,,,,,,226,
30601,8977,3388,276,,593,,,,2540,,503,,,,107,,,,
30603,6043,8681,,255,,,,,92,,,,,,1074,,,,239
30606,11071,1216,751,1353,234,520,,,,,610,,,,224,405,,,
30609,6935,1699,1852,3664,299,1329,,,,,,,,,606,,,,
30610,9400,1706,1935,2430,,813,,,,,,,,,,,,,100
30612,7423,2566,2459,1314,,672,,,,,,,,,,1950,,,
30617,4021,5676,2179,3121,287,325,,,,,,,,,,,,,775
30623,5848,2884,1847,4920,,,,552,,,,,,,,,,333,
30625,9315,6929,,,89,,,,,,,,,51,,,,,
30628,14032,1567,,,,,,,,,401,,,,135,,,249,
30629,7378,8674,,,332,,,,,,,,,,,,,,
30638,7127,913,1423,3527,,2666,,,,,,,,,677,51,,,
30648,7310,3518,2027,3106,109,,,,,,,,,,,,,,314
30650,4635,11749,,,,,,,,,,,,,,,,,
30651,5658,9997,,151,358,,,,,,220,,,,,,,,
30654,7730,8030,,624,,,,,,,,,,,,,,,
30655,9107,4702,595,655,346,,,,,,,,,,117,862,,,
30657,2661,2221,2729,2831,550,4785,,,,,,,,,,607,,,
30666,6813,2054,2050,2296,1080,,,843,,,,,,,1248,,,,
30673,5169,4316,2351,2598,338,,,352,,,737,,,,,523,,,
30681,13361,3023,,,,,,,,,,,,,,,,,
30682,3656,11480,227,,197,,,,,,824,,,,,,,,
30683,9089,6529,,,,,259,,,,,,,,,,,507,
30685,6958,1197,5162,,,960,,,,,,,,,,2107,,,
30686,9710,5748,126,,526,,,,,,74,,,,,,,200,
30687,9363,7021,,,,,,,,,,,,,,,,,
30694,5332,3193,1436,1471,1323,2033,,,,,586,,,,1010,,,,
30698,8844,4174,869,,,,,1111,1386,,,,,,,,,,
30702,6301,5251,989,1890,,,,,,,666,,,,,1287,,,
30703,9546,5829,,,,,,,,,,,,,,,,1009,
30716,13139,3245,,,,,,,,,,,,,,,,,
30724,4456,10214,,,,,,,,,1036,,,,678,,,,
30726,3803,1540,422,5997,,,,,,,,,,,,4622,,,
30727,2515,9479,579,999,976,1557,,,,,,,,,,279,,,
30731,7960,7088,,565,,,309,,,,462,,,,,,,,
30734,7643,5941,402,484,733,,,,,,1181,,,,,,,,
30736,9210,5409,908,,203,,,,,,654,,,,,,,,
40004,3302,,2527,5713,,,,,,2043,1393,,359,125,922,,,,
40008,4051,325,662,8921,316,,,258,,514,,,,1337,,,,,
40013,4290,414,3455,5229,340,481,,,,1569,,,,502,104,,,,
40017,3183,277,3623,5095,,252,206,,,976,,,741,436,1122,473,,,
40020,4937,674,3341,4567,264,,336,,,1430,,,,620,215,,,,
40024,6133,,1828,6529,169,,,,,1152,,,391,182,,,,,
40026,3863,3235,3379,2067,683,2036,,,,118,,,,,899,,,,104
40029,10686,280,205,3619,,,,,,,,,,917,363,314,,,
40041,4470,867,3677,3836,242,1201,,88,581,780,,,544,71,,,27,,
40047,3520,1419,3324,5960,715,173,,133,,756,,,125,66,87,,79,27,
40050,8718,966,1374,4457,,,,,,,,,74,455,,320,20,,
40062,5181,2070,1413,4906,,,,,,355,,359,,,209,79,,286,1526
40066,3735,1510,5725,870,498,,3524,,,,,,,,522,,,,
40071,9962,390,2035,3042,,,,,,,,,280,410,107,,158,,
40076,4397,95,2177,7947,215,,98,,,358,,,878,,,219,,,
40077,7851,1079,467,4578,,,,131,418,431,,1252,,,177,,,,
40092,10712,453,1327,435,,,,,2438,,,188,,,141,634,,,56
40101,12473,1762,,,,,,,,,,,,,,,,776,1373
40102,7929,6296,,,,,,,,,1443,,,,,,,716,
40112,2527,1272,335,11201,,,,,,,,,36,128,,885,,,
40113,3586,41,852,9127,21,,,,,841,,,,897,777,242,,,
40115,4627,1261,1964,7068,482,78,,,,,828,76,,,,,,,
40119,9091,1332,2402,2990,115,,,385,,,,,,69,,,,,
40123,2863,539,4303,4933,1845,1607,,,,,275,,,,,,19,,
40124,5050,1136,3544,2508,,353,1527,2016,,,,,,,,250,,,
40130,10418,235,1494,686,,243,,,2456,801,,,,,,51,,,
40135,4609,1304,4314,2517,272,2346,,,,,,,,,,638,,,384
40137,7589,1734,515,4372,61,,,,,1845,,,268,,,,,,
40139,7428,3440,731,3602,286,388,,,,,,,131,,,378,,,
40140,4717,5310,1778,1475,545,1453,1106,,,,,,,,,,,,
40147,3495,1471,1015,8000,,,,,,,,,173,,208,1725,,297,
40150,6923,3908,1458,2146,,848,,,,,902,,,,,,,199,
40152,13982,1066,,954,,,,,,,,,,166,,,,,216
40154,5515,124,2677,5780,407,,,,,1380,,,501,,,,,,
40155,9546,3154,273,1382,78,53,,,,,188,,1710,,,,,,
40164,6175,949,1202,6296,,,327,256,,,,,,,,1179,,,
40167,5696,1370,1028,6994,35,,,,,748,180,,,283,50,,,,
40170,6838,3556,467,1913,542,,1437,568,,,336,,,,595,,,132,
40171,5329,606,1460,8004,316,,,,,,,,,134,41,494,,,
40174,7759,1609,1706,3979,,159,,,,,,,624,,225,323,,,
40178,6553,82,2701,4299,244,,,,,1122,,,1304,79,,,,,
40199,4990,6514,717,1612,1376,495,75,302,,,,,,,303,,,,
40204,4144,6717,3388,898,341,,,,,,896,,,,,,,,
40217,10142,964,507,1665,842,641,,,,,1568,,,,55,,,,
40229,10398,1788,1297,1646,244,104,,,266,,456,,,,,,,185,
40230,6593,273,435,7910,481,,,,,,,,,40,53,599,,,
40237,11010,5374,,,,,,,,,,,,,,,,,
40238,3018,745,3522,7741,,,,,,,,76,,479,506,297,,,
40243,12521,3863,,,,,,,,,,,,,,,,,
40249,7268,9116,,,,,,,,,,,,,,,,,
40255,5750,6699,42,2819,123,,435,,,,242,,,,274,,,,
40259,14379,2005,,,,,,,,,,,,,,,,,
40260,13291,3093,,,,,,,,,,,,,,,,,
40262,15199,1185,,,,,,,,,,,,,,,,,
40267,11451,2624,,1661,363,,,,206,,,,,,,,,,79
40269,4741,89,1805,8132,,,,,,408,,,,,205,943,61,,
40270,7480,386,1097,6458,,271,,,,,,,,651,41,,,,
40277,10895,2199,978,1449,282,45,,536,,,,,,,,,,,
40289,7640,4561,1106,,,2122,657,,,,,,,,298,,,,
40300,5504,1900,4685,,363,394,,2066,,,,,,,,,1472,,
40303,7805,1161,,4867,184,,,,,1853,,,30,,,484,,,
40316,7296,4125,1806,1903,,,,,,,947,,,,307,,,,
40320,10432,343,51,933,,124,,,3360,,,,954,,,,187,,
40324,9508,432,846,4118,,26,,,1270,,,50,,,134,,,,
40328,12263,,,,,,,,4121,,,,,,,,,,
40330,8122,3026,681,3601,,,362,,,,,,,,,,,592,
40333,4892,150,,10444,,,,,,,,,,122,,776,,,
40336,6888,2959,2849,,,,332,781,,,1782,,,,793,,,,
40349,14256,1125,,512,,,,,,,,,383,,,,,108,
40352,12733,3322,,,,,,,,,,,,,,,,,329
40360,3242,4446,5012,772,2093,407,150,262,,,,,,,,,,,
40365,3591,4410,2752,5200,,,,,,161,,270,,,,,,,
40372,7014,838,1523,4758,1451,519,,,,,,,,,,281,,,
40381,10083,5323,,,,,,,,,546,,,,,,,432,
40386,7875,5720,,2706,,,,,,,,,,83,,,,,
40387,4935,5251,1739,2412,771,,,,,,,,,,,,,1276,
40389,9669,4383,822,563,422,,215,,,,,,,,,,,,310
